eefee60882c01aa94193735fa9ff9941e3e7a025936b13a8a165b21d6d03efca, "8c71aa4cdcd31bd02f11bc1005021bc9ba7664aa2aec216f1a561cdfe223db8f", 01/01/01, 4
1e6d3086bcf658010b8d004fbe8edfe87d6fa574a81a6511082296b20ed07300, "ea20254564be9c5612f6b1cece9029efda50fc3bd8511acf969c656332d84c49", 01/01/03, 4
e22d1c6f68c388e45556d28e42d056c06d4827b3049a98a766ca100ea64c27dd, "507e1f5460870ff84c0fa8a8767409d175df9a9efbb792b9847cfa2c0ec034a3", 01/01/05, 2
82d5a3c15929dccdd0d1ce36b59613d3c58420d60bb5f5d173506f17e6dd2019, "a5661e0c64d1e12b3769bdf7d37160b4c363679a3918becbb61d614e363a4fea", 01/01/08, 5
4293ba498adfad7b22a36d461f2262c541b21317a0ccc012d20089c3be86aac1, "7c8f34698b1d6dbcf6ddca7bc384d577169511b7c692034ebc672ac869868aa4", 01/01/09, 4
af141563c9ef80dec19f0cd057248bf3b5489238b920034b0be1301d3864c8ae, "152ddabcb8cacbbd518e2f08b62d76f9828311c653ae877253ee278e6597824f", 01/01/12, 1
a1fceda696c9ecd35b9cb2fa74fb91b1839d841a7104cbb06d4e308e78b96ebe, "7cdc1be3d927255d3ac02a25fb13cf869e5f4495dbbfe1619055273ba0357f8f", 01/01/13, 2
de37d1a54444334937f4c8d80ed4c4e937bc42d8be7acaa84d9e8435e3cd73c5, "2a5a53c5a379fd38ed39d3ad8b039a77d65e10d42ff4b12e9fbe401db2d2f2ae", 01/01/15, 2
3707d9e6784f047293130b04089fbf85e74484b95d953a6ada67c0eda2e25487, "60320d3611c079d7a19db2e45ce50e55d432a088122522af0fe325ee8448d9bc", 01/01/15, 3
c4f79950ab016b474cae71c33667d96a41acc19211d52d57cee748a1f8bae2c9, "8467175e736e5c6fde977de1cfa5b42e7e5dd65a57dcb2f7d49e8ec469fb31bf", 01/02/00, 3
7641cf2f88302b768f0792e597afa4227e8214783b48c374ab6dad8069a33d89, "09b928019901c0bc921e92d88ed60e1385333daa3fe6e65164e65af4d0432a6e", 01/02/01, 4
af141563c9ef80dec19f0cd057248bf3b5489238b920034b0be1301d3864c8ae, "e5f012d359dd91e070720617c79a4cf48ad477c34136fb2e4e4d8474b22328cb", 01/02/01, 1
788416f12d7516ca0020227a6ef966f4d261309a97ae040f08ce7cc1cb44310c, "8c71aa4cdcd31bd02f11bc1005021bc9ba7664aa2aec216f1a561cdfe223db8f", 01/02/02, 3
ecc873eecd1aed38c840019e12a441c53503c3a87bc2b8473d2b3103d31779be, "8872db9a910670da20ff26b5f105fb4b8170ae634886b65dd12675085aab35d6", 01/02/02, 3
196571d2a67d7cd6cc65323b59242ddc460c4228fb8ccbd982ec60b0d13e9446, "f3b99ded798738bc47217ef576dd0759635dbcd96a10f12eeae9179b7536794d", 01/02/03, 5
2c09048a64c3ef044cc1622258f41bf65c9337e7db155afbc88d2ad3929c113f, "fdd3381fb4604e1cb5e1a623b2ce373263a605af1dea5f65b68e69611ff677da", 01/02/03, 1
8fd2818d129bf9bdea68ee78f1814bdaaecc64e14be573242ade62039c9215b4, "6fd22a772a04e9a8b211359808423df9ea5ed5f743c89410f2d02ba53255827c", 01/02/04, 1
0acf74e83fb0072e8e188bd72d5c0b6c6db465baba8395273b438d5e62676e2b, "c370741dc2f7d5fd076291a925c8bce6e3c5e95060200a2aef0bbdefb1a1835e", 01/02/09, 4
05da9ce23e13cb95cff77a21dbbc3299cd9460c4c431d63ea4b3552f5f113607, "8c42073e74e411e9469ed83cbc5e6cb91ace03701a7f1de219fe1a646e3eba67", 01/02/09, 2
eeedaaf24b9462d06d8e4ede828d58999b71c8e94ea157129efd823f062504eb, "7c8f34698b1d6dbcf6ddca7bc384d577169511b7c692034ebc672ac869868aa4", 01/02/12, 3
325657cb6ffac3b65dc096065ce67a7f4556f4bd93201b76da3403a9f5a2918e, "8872db9a910670da20ff26b5f105fb4b8170ae634886b65dd12675085aab35d6", 01/02/13, 5
6d3a84e4605fbf9e8090d07669da88ad10dc48984e56811aceef81f664cb38f3, "7c8cba5c0bad109dc5d58c06705278d4e76570757b8c5f17bfb970fda014d5d1", 01/02/14, 2
009dae7417c479ef66d5d154ec081dd136af712fab74a3a89691b323c7a249b5, "e5f012d359dd91e070720617c79a4cf48ad477c34136fb2e4e4d8474b22328cb", 01/02/14, 5
9e43eebbd5dc4e117a5655130d76993976240a79bf82db4c72044d7c6475ceef, "8c71aa4cdcd31bd02f11bc1005021bc9ba7664aa2aec216f1a561cdfe223db8f", 01/03/01, 4
1d814c6e89bdd9064829f96b865ecdc8a4237e8fbdac4f7db2c3db8881ecb51c, "a5661e0c64d1e12b3769bdf7d37160b4c363679a3918becbb61d614e363a4fea", 01/03/02, 1
1cc6960dc3541218ffd43f8da127e2aa4eb0de0b8d83e825e05fc7de9c748c89, "8872db9a910670da20ff26b5f105fb4b8170ae634886b65dd12675085aab35d6", 01/03/04, 5
aae3e675726cbe0919dea44e217b07348fb225dc9a9530e5df878dad45cf0c0d, "6a966982f1e51526d1e4cef0b3f910d660efba2657603155b7d95a0782302c63", 01/03/05, 3
c7ee90d73a9157cd05a6d126c7f4d60f67051a170c6d358d4bb283cdb68911e4, "874f913b4bf6e49973aacf6749a713f1beae6c844fc54104c5c4b199a0bb3bba", 01/03/06, 1
90336998b1fdcde737934eb9967569d0582fd81bbf4735d340f4c45dd80b6a0e, "341a43432ad87208afb2df426e40bfa67d090a83ffdd3b99f55bb3030ded59cb", 01/03/10, 2
370e773273172c3c306f72d6a58512219b479e7e41bcb576735601f289c898e9, "8872db9a910670da20ff26b5f105fb4b8170ae634886b65dd12675085aab35d6", 01/03/10, 3
53b096045c1ddb3e1707f0eda08cb6d6b91099be178c45e673b01c39bf978b70, "8c42073e74e411e9469ed83cbc5e6cb91ace03701a7f1de219fe1a646e3eba67", 01/03/16, 2
47d924742dd6ee6e9757c9bfe06e4aed0aa641799be00f58208e0b306b0a884c, "7cdc1be3d927255d3ac02a25fb13cf869e5f4495dbbfe1619055273ba0357f8f", 01/03/16, 3
892438431805553ac08351169a72c34dfad89c3a6efef031d81c53c1786694d7, "60320d3611c079d7a19db2e45ce50e55d432a088122522af0fe325ee8448d9bc", 01/04/00, 4
1623e0f3e97355bca0b1bc4f34db730f0dda6adb18b94de23ac4a0d6f0411eb8, "92c8789fc3decff39d91698fa413072d55b13d3986b630eaf1a4a60bf5a3304e", 01/04/01, 2
94fbdc90664a6e9c1685e3a36cac24956cc21b50080e143b409712987a016c6c, "60320d3611c079d7a19db2e45ce50e55d432a088122522af0fe325ee8448d9bc", 01/04/02, 1
009dae7417c479ef66d5d154ec081dd136af712fab74a3a89691b323c7a249b5, "dc8b42b0f4c474bcb9622e8945cd57745b16e2cef5f0a6e5131b75ad17625c76", 01/04/04, 5
1d814c6e89bdd9064829f96b865ecdc8a4237e8fbdac4f7db2c3db8881ecb51c, "f3b99ded798738bc47217ef576dd0759635dbcd96a10f12eeae9179b7536794d", 01/04/04, 4
5f6e54ea634785a8bdbd49083101461a8bdc06af0f5f8b2e8885171ef3c87958, "c56c81a226108883757b765960864feabb667b871ede2c30eea032ba51683a7d", 01/04/04, 2
ab7bb4553dd0c6d0f8c1ccbeea2838995119cc0728bcfa732600b7f4ec6c2ae1, "152ddabcb8cacbbd518e2f08b62d76f9828311c653ae877253ee278e6597824f", 01/04/05, 1
4293ba498adfad7b22a36d461f2262c541b21317a0ccc012d20089c3be86aac1, "92c8789fc3decff39d91698fa413072d55b13d3986b630eaf1a4a60bf5a3304e", 01/04/06, 2
325657cb6ffac3b65dc096065ce67a7f4556f4bd93201b76da3403a9f5a2918e, "e5f012d359dd91e070720617c79a4cf48ad477c34136fb2e4e4d8474b22328cb", 01/04/07, 5
9d0e251c05197da6acdb15e1a9117a0b8f5766364dc28d5ed61e8b66ff18a918, "09b928019901c0bc921e92d88ed60e1385333daa3fe6e65164e65af4d0432a6e", 01/04/08, 1
9788c1f9dd0947c0a2376e702b0fd45510115cd42f2bdb7981c81e905c9f9219, "874f913b4bf6e49973aacf6749a713f1beae6c844fc54104c5c4b199a0bb3bba", 01/04/08, 1
013674d2e0734a87fa4a1abb39548c4b06adb375aebc380216370bd9ade8e6bd, "ed34bee6fa191a7f759a81a23d804d606a9216e8a933485be03596cbd1f8a8fd", 01/04/09, 3
196571d2a67d7cd6cc65323b59242ddc460c4228fb8ccbd982ec60b0d13e9446, "8a276d1571ccfd331a46bc2b532264ab79de05290fa08acc1ac34427d15aaa83", 01/04/12, 1
a0da28e51cc8d5711e70acb5ec7b862196d74946ae26a0ea4698bd430465f96c, "8b33baebe925378bad42a54772ab88dd309b650832101b2eb0d19e65b8efe460", 01/05/02, 4
b590cad022b9bd740aa5af8da43be8b481a93a6ba099ed9c590025fe89bb1c2b, "6fd22a772a04e9a8b211359808423df9ea5ed5f743c89410f2d02ba53255827c", 01/05/02, 5
3a04c968aff41592871541cb924c2041629a3de04ab70b8af9147a651b0d0ed1, "856c5efdc52ffb188c9cf4f7a20c83322618f92346a605148463d9b0ae438626", 01/05/03, 5
ecc873eecd1aed38c840019e12a441c53503c3a87bc2b8473d2b3103d31779be, "dc8b42b0f4c474bcb9622e8945cd57745b16e2cef5f0a6e5131b75ad17625c76", 01/05/03, 3
